latitude,longitude,state,district,event_date,area_ha,severity,trigger
11.90102,76.11758,Kerala,Wayanad,2003-07-05,47.60,0.5345,monsoon
11.76814,76.00467,Kerala,Wayanad,2005-07-08,50.89,0.2357,monsoon
11.86269,76.09257,Kerala,Wayanad,2022-09-06,59.69,0.3152,monsoon
11.80408,76.14452,Kerala,Wayanad,2018-06-12,52.39,0.0410,monsoon
11.77527,75.98732,Kerala,Wayanad,2003-07-09,53.40,0.3320,monsoon
11.69154,76.03551,Kerala,Wayanad,2007-08-10,18.93,0.2716,monsoon
11.78971,76.15259,Kerala,Wayanad,2010-07-15,24.16,0.0561,monsoon
11.70644,76.11621,Kerala,Wayanad,2014-09-06,16.16,0.2260,monsoon
11.85804,76.12472,Kerala,Wayanad,2021-07-25,36.42,0.6498,monsoon
11.89101,76.21157,Kerala,Wayanad,2019-09-21,56.33,0.1369,monsoon
11.75219,76.12811,Kerala,Wayanad,2022-06-22,20.74,0.4735,monsoon
11.81812,76.13947,Kerala,Wayanad,1999-08-05,33.46,0.1442,monsoon
11.75648,76.26264,Kerala,Wayanad,2003-08-20,17.85,0.5795,monsoon
11.76229,76.08717,Kerala,Wayanad,2012-06-24,10.27,0.2373,monsoon
11.84647,76.05213,Kerala,Wayanad,1999-06-05,11.79,0.1809,monsoon
11.79769,76.12567,Kerala,Wayanad,2006-08-22,3.57,0.6801,monsoon
11.90438,76.12634,Kerala,Wayanad,2001-08-11,56.96,0.1577,monsoon
11.77107,76.06840,Kerala,Wayanad,2021-08-23,24.23,0.2882,monsoon
11.85996,76.03806,Kerala,Wayanad,1999-06-14,50.06,0.4719,monsoon
11.80584,76.23859,Kerala,Wayanad,2001-08-23,40.91,0.0814,monsoon
11.84775,76.11961,Kerala,Wayanad,2002-09-05,11.60,0.0450,monsoon
11.77317,76.05606,Kerala,Wayanad,2001-06-11,10.61,0.2905,monsoon
11.79703,76.15496,Kerala,Wayanad,2012-07-08,48.74,0.2273,monsoon
11.79307,76.09345,Kerala,Wayanad,2007-07-07,15.96,0.1691,monsoon
11.74984,76.08483,Kerala,Wayanad,2020-09-09,54.81,0.4230,monsoon
11.83972,76.13374,Kerala,Wayanad,2004-07-11,8.49,0.5149,monsoon
11.83901,76.02249,Kerala,Wayanad,2011-07-04,40.69,0.3072,monsoon
11.83561,76.12116,Kerala,Wayanad,2014-08-20,48.89,0.4356,monsoon
11.89222,76.21478,Kerala,Wayanad,2013-06-16,14.19,0.3164,monsoon
11.88696,76.12797,Kerala,Wayanad,2017-09-24,16.64,0.2324,monsoon
11.77750,76.07743,Kerala,Wayanad,2003-09-20,57.87,0.2250,monsoon
11.82238,76.06957,Kerala,Wayanad,2010-08-05,15.95,0.3176,monsoon
11.76258,76.07538,Kerala,Wayanad,2018-08-02,25.85,0.3126,monsoon
11.80140,76.08476,Kerala,Wayanad,2019-08-12,26.01,0.4420,monsoon
11.76402,76.07733,Kerala,Wayanad,2013-09-14,15.26,0.0629,monsoon
11.89720,76.15498,Kerala,Wayanad,2014-09-07,46.57,0.3403,monsoon
11.82182,75.99601,Kerala,Wayanad,2019-07-22,46.33,0.4475,monsoon
11.78692,76.15172,Kerala,Wayanad,2013-07-17,22.76,0.6022,monsoon
11.87162,76.07722,Kerala,Wayanad,2021-08-21,50.12,0.0790,monsoon
11.66976,76.12262,Kerala,Wayanad,2001-06-04,12.86,0.2299,monsoon
11.67915,76.03238,Kerala,Wayanad,2006-09-23,0.36,0.3588,monsoon
11.84775,76.17972,Kerala,Wayanad,2000-09-06,34.31,0.2421,monsoon
11.80363,76.17474,Kerala,Wayanad,2000-08-13,59.65,0.7285,monsoon
11.81503,76.15758,Kerala,Wayanad,2009-07-13,2.41,0.4656,monsoon
11.72042,76.00911,Kerala,Wayanad,2003-07-23,12.56,0.2848,monsoon
11.79861,76.14975,Kerala,Wayanad,2008-07-08,31.18,0.4379,monsoon
11.92021,76.12429,Kerala,Wayanad,2008-08-07,48.62,0.0396,monsoon
11.84945,76.00368,Kerala,Wayanad,2013-09-10,5.43,0.4618,monsoon
11.81018,76.09854,Kerala,Wayanad,2021-08-11,23.77,0.4412,monsoon
11.77366,76.12187,Kerala,Wayanad,2019-09-06,44.85,0.1028,monsoon
11.77633,76.13336,Kerala,Wayanad,2007-09-05,22.36,0.2815,monsoon
11.67225,76.11064,Kerala,Wayanad,2006-08-07,11.41,0.6093,monsoon
11.81546,76.11747,Kerala,Wayanad,2017-07-14,11.81,0.3088,monsoon
11.85073,76.18842,Kerala,Wayanad,2001-08-10,24.66,0.1650,monsoon
27.54395,88.53953,Sikkim,North Sikkim,2015-08-14,43.43,0.1673,monsoon
27.39685,88.49939,Sikkim,North Sikkim,2018-08-20,52.17,0.1909,monsoon
27.47578,88.59541,Sikkim,North Sikkim,2017-06-18,37.77,0.2768,monsoon
27.44821,88.50956,Sikkim,North Sikkim,2005-06-02,36.79,0.2402,monsoon
27.57761,88.49832,Sikkim,North Sikkim,1999-09-17,45.30,0.3536,monsoon
27.41899,88.46038,Sikkim,North Sikkim,2021-07-02,50.56,0.4523,monsoon
27.59625,88.53491,Sikkim,North Sikkim,2010-08-04,52.16,0.2197,monsoon
27.49800,88.52860,Sikkim,North Sikkim,2000-07-19,2.28,0.6179,monsoon
27.43028,88.50088,Sikkim,North Sikkim,2021-07-03,33.42,0.2507,monsoon
27.45936,88.45260,Sikkim,North Sikkim,2022-06-10,13.05,0.3076,monsoon
27.45190,88.50780,Sikkim,North Sikkim,2009-09-17,51.63,0.2512,monsoon
27.42352,88.49581,Sikkim,North Sikkim,2017-09-19,38.94,0.1743,monsoon
27.50569,88.41999,Sikkim,North Sikkim,1998-06-13,25.27,0.3157,monsoon
27.42633,88.41169,Sikkim,North Sikkim,2000-07-03,11.37,0.5877,monsoon
27.36918,88.53391,Sikkim,North Sikkim,2004-08-23,20.41,0.1916,monsoon
27.47722,88.34389,Sikkim,North Sikkim,2014-07-27,42.26,0.1055,monsoon
27.39183,88.51232,Sikkim,North Sikkim,2001-08-25,12.34,0.5316,monsoon
27.45487,88.47132,Sikkim,North Sikkim,1998-07-21,5.71,0.4107,monsoon
27.44545,88.57849,Sikkim,North Sikkim,2014-06-12,53.29,0.8054,monsoon
27.44773,88.47039,Sikkim,North Sikkim,2017-07-25,45.88,0.1699,monsoon
27.62006,88.53957,Sikkim,North Sikkim,2016-08-14,12.07,0.4445,monsoon
27.50338,88.47619,Sikkim,North Sikkim,2017-06-04,17.61,0.1368,monsoon
27.51472,88.50682,Sikkim,North Sikkim,2018-09-24,58.33,0.2018,monsoon
27.39342,88.54421,Sikkim,North Sikkim,2013-06-09,42.52,0.4482,monsoon
27.46076,88.47225,Sikkim,North Sikkim,2010-06-27,36.67,0.1922,monsoon
27.51292,88.55979,Sikkim,North Sikkim,2019-08-11,18.53,0.4972,monsoon
27.43853,88.44038,Sikkim,North Sikkim,2006-08-25,18.02,0.5662,monsoon
27.55448,88.51768,Sikkim,North Sikkim,2000-07-16,2.47,0.2575,monsoon
27.42784,88.55536,Sikkim,North Sikkim,2016-07-14,43.74,0.6790,monsoon
27.48282,88.53960,Sikkim,North Sikkim,2004-06-09,2.69,0.5447,monsoon
27.46484,88.61499,Sikkim,North Sikkim,2022-08-24,0.39,0.0253,monsoon
27.50986,88.45419,Sikkim,North Sikkim,2008-07-02,43.80,0.1334,monsoon
27.46157,88.41725,Sikkim,North Sikkim,2019-06-14,56.94,0.0948,monsoon
27.48375,88.44034,Sikkim,North Sikkim,1999-07-11,45.41,0.4084,monsoon
27.48583,88.53963,Sikkim,North Sikkim,2014-09-16,28.35,0.2720,monsoon
27.45594,88.52988,Sikkim,North Sikkim,2009-07-08,29.21,0.3182,monsoon
27.52911,88.50614,Sikkim,North Sikkim,2009-09-19,26.22,0.2807,monsoon
27.51430,88.43262,Sikkim,North Sikkim,2004-07-11,19.55,0.6754,monsoon
27.49468,88.54601,Sikkim,North Sikkim,2022-06-06,31.35,0.4350,monsoon
27.47417,88.42652,Sikkim,North Sikkim,2007-07-06,25.93,0.1428,monsoon
27.54779,88.56954,Sikkim,North Sikkim,2019-07-20,35.93,0.3806,monsoon
27.48585,88.67145,Sikkim,North Sikkim,2008-06-08,53.90,0.1592,monsoon
27.48160,88.52199,Sikkim,North Sikkim,1999-08-09,59.70,0.0949,monsoon
27.50628,88.53499,Sikkim,North Sikkim,2019-07-18,4.82,0.3080,monsoon
27.60180,88.47043,Sikkim,North Sikkim,2002-08-10,23.14,0.3486,monsoon
27.41958,88.39139,Sikkim,North Sikkim,2004-07-11,10.92,0.3236,monsoon
27.54619,88.46384,Sikkim,North Sikkim,2019-07-07,21.19,0.1434,monsoon
27.38641,88.43443,Sikkim,North Sikkim,2020-07-10,17.32,0.1842,monsoon
27.51304,88.41318,Sikkim,North Sikkim,2020-06-20,10.55,0.3346,monsoon
27.59450,88.60334,Sikkim,North Sikkim,2008-08-15,45.87,0.0713,monsoon
27.52932,88.51637,Sikkim,North Sikkim,2016-06-28,29.83,0.0170,monsoon
27.51024,88.52278,Sikkim,North Sikkim,2006-08-22,55.16,0.2575,monsoon
27.46637,88.48146,Sikkim,North Sikkim,2016-09-01,2.05,0.3653,monsoon
27.50186,88.48963,Sikkim,North Sikkim,2010-09-11,4.11,0.1214,monsoon
27.48488,88.55787,Sikkim,North Sikkim,1999-07-09,24.26,0.4555,monsoon
27.45284,88.49806,Sikkim,North Sikkim,2008-07-17,4.91,0.6977,monsoon
27.48261,88.53184,Sikkim,North Sikkim,2009-09-08,15.84,0.4662,monsoon
27.51190,88.48824,Sikkim,North Sikkim,2004-07-28,59.16,0.0389,monsoon
27.45397,88.47947,Sikkim,North Sikkim,2007-07-09,12.62,0.2554,monsoon
27.45162,88.41559,Sikkim,North Sikkim,2010-09-15,11.97,0.3311,monsoon
27.41839,88.38134,Sikkim,North Sikkim,1999-09-04,34.46,0.6345,monsoon
27.52344,88.48431,Sikkim,North Sikkim,2001-09-26,29.93,0.3187,monsoon
27.53272,88.50339,Sikkim,North Sikkim,2017-06-26,34.87,0.4403,monsoon
27.51390,88.42283,Sikkim,North Sikkim,2006-09-23,22.67,0.5018,monsoon
27.55791,88.49793,Sikkim,North Sikkim,2013-06-10,49.62,0.5125,monsoon
27.50527,88.50323,Sikkim,North Sikkim,2012-08-02,8.40,0.1538,monsoon
27.52352,88.37064,Sikkim,North Sikkim,2011-09-20,25.76,0.4814,monsoon
27.51823,88.44509,Sikkim,North Sikkim,2008-08-13,41.42,0.6280,monsoon
27.49451,88.52444,Sikkim,North Sikkim,2010-09-28,52.11,0.2856,monsoon
27.46815,88.52322,Sikkim,North Sikkim,2018-07-20,22.24,0.3420,monsoon
27.63285,88.43078,Sikkim,North Sikkim,2022-07-16,34.11,0.4342,monsoon
27.47288,88.50951,Sikkim,North Sikkim,2004-07-28,4.24,0.3688,monsoon
27.46005,88.56134,Sikkim,North Sikkim,2014-07-23,10.30,0.2305,monsoon
27.52604,88.54662,Sikkim,North Sikkim,2022-08-13,4.24,0.4076,monsoon
27.51511,88.49428,Sikkim,North Sikkim,1998-07-01,43.70,0.4966,monsoon
27.41571,88.47192,Sikkim,North Sikkim,2017-08-03,17.35,0.1329,monsoon
27.56736,88.46224,Sikkim,North Sikkim,2010-07-13,43.45,0.2874,monsoon
27.49435,88.52807,Sikkim,North Sikkim,2022-07-16,4.08,0.3946,monsoon
27.43334,88.51171,Sikkim,North Sikkim,2012-06-01,51.77,0.3784,monsoon
27.57133,88.53776,Sikkim,North Sikkim,2018-08-04,50.15,0.4344,monsoon
27.53754,88.50791,Sikkim,North Sikkim,2002-09-20,5.43,0.1181,monsoon
27.42413,88.54913,Sikkim,North Sikkim,2001-09-22,1.52,0.5922,monsoon
27.60663,88.50568,Sikkim,North Sikkim,2021-07-01,3.47,0.3106,monsoon
25.58797,91.89152,Meghalaya,East Khasi Hills,2018-09-06,39.34,0.1418,monsoon
