latitude,longitude,state,district,event_date,area_ha,severity,trigger
25.42422,91.79732,Meghalaya,East Khasi Hills,1998-08-02,57.21,0.1315,monsoon
25.26522,91.69951,Meghalaya,East Khasi Hills,2018-09-16,59.74,0.2360,monsoon
25.39336,91.67279,Meghalaya,East Khasi Hills,2011-08-06,22.32,0.1255,monsoon
25.28867,91.78779,Meghalaya,East Khasi Hills,2003-08-10,42.58,0.0809,monsoon
25.34843,91.74803,Meghalaya,East Khasi Hills,2005-09-15,24.53,0.5685,monsoon
25.34405,91.71893,Meghalaya,East Khasi Hills,2006-09-21,8.46,0.3162,monsoon
25.36881,91.68069,Meghalaya,East Khasi Hills,1998-06-08,20.28,0.1734,monsoon
25.24956,91.71990,Meghalaya,East Khasi Hills,2021-09-11,14.08,0.4053,monsoon
25.36454,91.69870,Meghalaya,East Khasi Hills,2018-07-02,19.75,0.4150,monsoon
25.41079,91.66014,Meghalaya,East Khasi Hills,2020-06-11,12.98,0.2626,monsoon
25.28448,91.70774,Meghalaya,East Khasi Hills,2006-08-17,6.83,0.4275,monsoon
25.30208,91.71593,Meghalaya,East Khasi Hills,2011-09-18,13.12,0.1401,monsoon
25.26859,91.67748,Meghalaya,East Khasi Hills,2009-06-09,54.35,0.2644,monsoon
25.27921,91.75423,Meghalaya,East Khasi Hills,2009-06-02,5.20,0.4316,monsoon
25.40269,91.77733,Meghalaya,East Khasi Hills,2012-09-17,19.55,0.1946,monsoon
25.23975,91.75819,Meghalaya,East Khasi Hills,2009-08-19,31.75,0.5566,monsoon
25.24347,91.68343,Meghalaya,East Khasi Hills,2017-06-03,21.34,0.1894,monsoon
25.39665,91.74535,Meghalaya,East Khasi Hills,1999-09-15,31.10,0.2078,monsoon
25.33747,91.70468,Meghalaya,East Khasi Hills,2002-07-03,2.70,0.1738,monsoon
25.42722,91.62586,Meghalaya,East Khasi Hills,2020-07-13,38.95,0.2117,monsoon
25.27297,91.74036,Meghalaya,East Khasi Hills,2020-07-18,33.85,0.1094,monsoon
25.30758,91.70877,Meghalaya,East Khasi Hills,2018-08-21,40.89,0.3032,monsoon
25.26036,91.85561,Meghalaya,East Khasi Hills,2007-06-20,34.08,0.3688,monsoon
25.30860,91.78744,Meghalaya,East Khasi Hills,2009-07-22,26.33,0.1936,monsoon
25.19355,91.74267,Meghalaya,East Khasi Hills,1998-07-07,21.07,0.5840,monsoon
25.34110,91.71495,Meghalaya,East Khasi Hills,2004-06-24,13.66,0.3445,monsoon
25.31941,91.70982,Meghalaya,East Khasi Hills,2016-09-10,30.05,0.0422,monsoon
25.29655,91.63978,Meghalaya,East Khasi Hills,2006-06-11,1.66,0.2485,monsoon
25.27658,91.59566,Meghalaya,East Khasi Hills,2010-09-23,19.76,0.5610,monsoon
25.24631,91.64765,Meghalaya,East Khasi Hills,2001-06-10,40.70,0.1479,monsoon
25.34366,91.69714,Meghalaya,East Khasi Hills,2010-07-03,6.61,0.0607,monsoon
25.22973,91.57367,Meghalaya,East Khasi Hills,2016-06-21,3.87,0.5409,monsoon
25.33071,91.66734,Meghalaya,East Khasi Hills,2012-07-19,39.17,0.2802,monsoon
25.42447,91.68514,Meghalaya,East Khasi Hills,2011-08-17,23.93,0.3319,monsoon
25.38913,91.68707,Meghalaya,East Khasi Hills,2020-06-05,48.13,0.0669,monsoon
25.20969,91.66030,Meghalaya,East Khasi Hills,2003-08-18,56.24,0.3380,monsoon
25.26780,91.67951,Meghalaya,East Khasi Hills,2005-09-06,57.43,0.1933,monsoon
25.32529,91.80343,Meghalaya,East Khasi Hills,2013-07-16,25.59,0.2419,monsoon
25.29578,91.73973,Meghalaya,East Khasi Hills,2010-06-15,15.93,0.5763,monsoon
25.21604,91.66638,Meghalaya,East Khasi Hills,2022-08-22,36.56,0.1897,monsoon
25.32312,91.69590,Meghalaya,East Khasi Hills,1999-06-28,37.73,0.3325,monsoon
25.29940,91.69830,Meghalaya,East Khasi Hills,2001-06-06,37.38,0.3125,monsoon
25.41486,91.65392,Meghalaya,East Khasi Hills,2006-07-04,19.37,0.4603,monsoon
25.28481,91.65385,Meghalaya,East Khasi Hills,2009-07-16,3.92,0.1180,monsoon
25.37008,91.76063,Meghalaya,East Khasi Hills,2020-06-27,12.68,0.2252,monsoon
25.17200,92.99133,Assam,Dima Hasao,2015-07-15,3.14,0.3521,monsoon
25.17388,93.05638,Assam,Dima Hasao,2013-07-11,53.43,0.0922,monsoon
25.13710,92.98180,Assam,Dima Hasao,2022-09-12,10.94,0.5218,monsoon
25.14119,93.04501,Assam,Dima Hasao,2011-07-03,23.94,0.2326,monsoon
25.12967,93.04791,Assam,Dima Hasao,2019-07-22,47.31,0.2104,monsoon
25.19011,92.99442,Assam,Dima Hasao,2000-08-24,36.96,0.0539,monsoon
25.16147,93.02196,Assam,Dima Hasao,2009-05-12,38.90,0.0557,monsoon
25.17050,92.98760,Assam,Dima Hasao,1999-08-06,15.64,0.5082,monsoon
25.15612,93.06298,Assam,Dima Hasao,2009-10-19,26.39,0.3491,monsoon
25.19853,93.00182,Assam,Dima Hasao,2003-09-22,48.08,0.6222,monsoon
25.12564,93.02561,Assam,Dima Hasao,2015-08-27,45.04,0.4555,monsoon
25.17459,93.02829,Assam,Dima Hasao,2012-10-05,37.87,0.6046,monsoon
25.13778,93.05776,Assam,Dima Hasao,2015-08-05,4.93,0.1400,monsoon
25.14777,93.00755,Assam,Dima Hasao,1999-09-18,38.06,0.2602,monsoon
25.12487,92.99888,Assam,Dima Hasao,2008-06-09,51.58,0.2000,monsoon
25.13810,92.98390,Assam,Dima Hasao,2008-07-04,15.79,0.6363,monsoon
25.13554,92.97507,Assam,Dima Hasao,2010-09-15,36.25,0.0767,monsoon
25.14998,93.04498,Assam,Dima Hasao,2013-10-07,30.60,0.3712,monsoon
25.14979,93.05813,Assam,Dima Hasao,2007-07-22,20.36,0.2919,monsoon
25.17715,93.04085,Assam,Dima Hasao,2014-06-07,8.57,0.1223,monsoon
25.15052,93.00709,Assam,Dima Hasao,2012-10-07,37.38,0.4623,monsoon
25.15249,93.03346,Assam,Dima Hasao,2015-07-05,25.48,0.3837,monsoon
25.14672,93.00090,Assam,Dima Hasao,2006-07-14,11.59,0.6345,monsoon
25.18732,92.99595,Assam,Dima Hasao,2016-07-24,48.40,0.3131,monsoon
25.12435,93.02355,Assam,Dima Hasao,2004-05-25,49.54,0.6349,monsoon
25.17536,93.04940,Assam,Dima Hasao,1998-08-15,36.87,0.5120,monsoon
25.20560,93.01767,Assam,Dima Hasao,2018-05-02,38.22,0.2096,monsoon
25.17714,93.03601,Assam,Dima Hasao,2017-08-11,28.86,0.0935,monsoon
25.16196,93.06157,Assam,Dima Hasao,2001-07-01,13.50,0.1801,monsoon
25.19137,92.98245,Assam,Dima Hasao,2005-07-21,9.11,0.4880,monsoon
25.17256,93.03363,Assam,Dima Hasao,2004-08-05,2.56,0.1636,monsoon
25.16619,93.03818,Assam,Dima Hasao,2019-09-08,6.22,0.3665,monsoon
25.12081,93.05495,Assam,Dima Hasao,2014-06-19,36.46,0.5946,monsoon
25.12957,93.06275,Assam,Dima Hasao,2012-09-19,39.34,0.6460,monsoon
25.17392,93.06324,Assam,Dima Hasao,2010-06-23,3.75,0.2229,monsoon
25.16747,93.06256,Assam,Dima Hasao,2007-07-08,9.53,0.5467,monsoon
25.17872,93.00791,Assam,Dima Hasao,2020-10-11,38.49,0.1941,monsoon
25.15474,92.99554,Assam,Dima Hasao,2005-07-14,8.74,0.1485,monsoon
25.15921,93.05712,Assam,Dima Hasao,2006-05-25,49.97,0.2475,monsoon
25.12316,93.00185,Assam,Dima Hasao,2006-05-25,49.14,0.1271,monsoon
25.17304,93.03340,Assam,Dima Hasao,2018-10-20,20.63,0.5254,monsoon
25.20416,93.02934,Assam,Dima Hasao,2006-05-15,37.10,0.1049,monsoon
25.17921,93.00722,Assam,Dima Hasao,1999-08-02,19.79,0.1891,monsoon
25.15389,93.01780,Assam,Dima Hasao,2010-06-24,10.66,0.4626,monsoon
25.19127,93.03922,Assam,Dima Hasao,2006-07-27,40.19,0.4606,monsoon
25.14531,93.00956,Assam,Dima Hasao,2022-06-17,36.67,0.2283,monsoon
25.14051,93.05283,Assam,Dima Hasao,2014-05-02,29.41,0.4778,monsoon
25.12066,93.03647,Assam,Dima Hasao,2007-08-21,20.82,0.2233,monsoon
25.15255,93.01700,Assam,Dima Hasao,2022-06-25,24.63,0.0884,monsoon
25.12881,93.04234,Assam,Dima Hasao,2001-09-02,48.76,0.3223,monsoon
25.19300,93.04853,Assam,Dima Hasao,2003-06-18,43.24,0.5698,monsoon
25.19647,93.03808,Assam,Dima Hasao,2014-08-24,23.31,0.1538,monsoon
25.18222,93.00753,Assam,Dima Hasao,2016-06-01,9.78,0.5421,monsoon
25.13395,92.98516,Assam,Dima Hasao,2021-07-17,31.40,0.5773,monsoon
25.20789,93.02351,Assam,Dima Hasao,2021-06-07,8.15,0.3857,monsoon
25.19408,92.98454,Assam,Dima Hasao,2002-08-16,53.39,0.1604,monsoon
25.13641,93.01872,Assam,Dima Hasao,2013-05-06,20.04,0.5820,monsoon
25.17095,92.98992,Assam,Dima Hasao,1998-05-11,2.54,0.2102,monsoon
25.20385,93.03082,Assam,Dima Hasao,2021-08-08,35.28,0.1690,monsoon
25.13291,93.05713,Assam,Dima Hasao,2008-07-28,38.42,0.2415,monsoon
25.86375,93.44303,Assam,Karbi Anglong,2011-07-07,37.38,0.6316,monsoon
25.83350,93.46158,Assam,Karbi Anglong,1999-09-11,11.48,0.3466,monsoon
25.85001,93.46203,Assam,Karbi Anglong,2014-07-28,22.42,0.3357,monsoon
25.83331,93.45209,Assam,Karbi Anglong,2020-10-02,28.97,0.5017,monsoon
25.83522,93.46365,Assam,Karbi Anglong,2013-07-02,51.19,0.1563,monsoon
25.85141,93.39399,Assam,Karbi Anglong,2010-07-01,10.14,0.5990,monsoon
25.80623,93.39647,Assam,Karbi Anglong,2005-10-07,24.25,0.1927,monsoon
25.87556,93.41656,Assam,Karbi Anglong,2007-07-11,47.66,0.6485,monsoon
25.81681,93.41645,Assam,Karbi Anglong,1999-09-07,43.70,0.2849,monsoon
25.86362,93.41616,Assam,Karbi Anglong,2011-06-08,30.79,0.2593,monsoon
25.82606,93.47259,Assam,Karbi Anglong,2016-07-01,4.91,0.4495,monsoon
25.84039,93.43632,Assam,Karbi Anglong,2008-06-10,50.57,0.1513,monsoon
25.87276,93.44597,Assam,Karbi Anglong,2020-07-21,35.99,0.5828,monsoon
25.84536,93.44477,Assam,Karbi Anglong,2012-06-15,3.47,0.0593,monsoon
25.82623,93.44350,Assam,Karbi Anglong,2012-09-05,1.94,0.1107,monsoon
25.84589,93.39911,Assam,Karbi Anglong,1998-05-26,36.03,0.6260,monsoon
25.83967,93.38557,Assam,Karbi Anglong,2004-09-22,37.28,0.1019,monsoon
25.83210,93.47156,Assam,Karbi Anglong,2015-07-25,23.80,0.1961,monsoon
25.85354,93.46149,Assam,Karbi Anglong,2013-09-06,4.47,0.3223,monsoon
25.85080,93.40608,Assam,Karbi Anglong,2015-07-01,2.81,0.6299,monsoon
25.80041,93.41317,Assam,Karbi Anglong,2018-09-17,35.48,0.5887,monsoon
25.83039,93.46175,Assam,Karbi Anglong,2009-07-05,14.11,0.1100,monsoon
25.84461,93.45114,Assam,Karbi Anglong,2015-08-16,21.46,0.3832,monsoon
25.81762,93.47154,Assam,Karbi Anglong,2018-07-22,27.29,0.5545,monsoon
25.88058,93.44799,Assam,Karbi Anglong,2006-07-12,33.50,0.4209,monsoon
25.80836,93.47197,Assam,Karbi Anglong,2022-09-07,43.40,0.2539,monsoon
25.88295,93.45149,Assam,Karbi Anglong,2016-07-08,5.00,0.2734,monsoon
25.81811,93.46656,Assam,Karbi Anglong,2004-07-07,9.09,0.6095,monsoon
25.79685,93.38907,Assam,Karbi Anglong,2008-07-11,11.50,0.6278,monsoon
25.80767,93.47498,Assam,Karbi Anglong,2010-05-01,2.60,0.5682,monsoon
25.85755,93.41379,Assam,Karbi Anglong,2016-06-13,3.19,0.3931,monsoon
25.82800,93.44601,Assam,Karbi Anglong,2002-07-09,30.66,0.2453,monsoon
25.85747,93.40846,Assam,Karbi Anglong,2022-10-22,12.13,0.4477,monsoon
25.87313,93.42564,Assam,Karbi Anglong,2018-07-10,11.48,0.0630,monsoon
25.84166,93.42560,Assam,Karbi Anglong,2004-07-18,1.52,0.2520,monsoon
25.81440,93.39077,Assam,Karbi Anglong,2019-09-08,18.62,0.1703,monsoon
25.85107,93.40003,Assam,Karbi Anglong,2012-09-25,42.86,0.2682,monsoon
25.86959,93.41940,Assam,Karbi Anglong,2006-09-18,11.04,0.4993,monsoon
25.82815,93.44947,Assam,Karbi Anglong,2020-07-28,36.77,0.1552,monsoon
25.79892,93.40730,Assam,Karbi Anglong,2016-07-16,13.68,0.6107,monsoon
25.88250,93.47304,Assam,Karbi Anglong,2000-08-03,44.05,0.5359,monsoon
25.85764,93.41899,Assam,Karbi Anglong,2014-07-07,49.31,0.5239,monsoon
24.77785,92.84219,Assam,Cachar,2004-06-19,52.10,0.2052,monsoon
24.82146,92.79085,Assam,Cachar,2011-08-26,32.26,0.1030,monsoon
24.82257,92.82447,Assam,Cachar,1999-09-27,7.12,0.2847,monsoon
24.81936,92.83817,Assam,Cachar,2017-10-14,15.77,0.6132,monsoon
24.79563,92.78540,Assam,Cachar,2003-07-19,16.51,0.1147,monsoon
24.79737,92.81913,Assam,Cachar,2014-10-09,29.15,0.1996,monsoon
24.84727,92.83382,Assam,Cachar,1998-07-25,15.50,0.6440,monsoon
24.83198,92.82584,Assam,Cachar,2021-07-03,35.58,0.5896,monsoon
24.81940,92.77934,Assam,Cachar,2015-06-04,46.33,0.6463,monsoon
24.85670,92.82744,Assam,Cachar,2013-06-06,52.56,0.2753,monsoon
24.80403,92.80677,Assam,Cachar,2005-06-23,34.61,0.4733,monsoon
24.77519,92.78417,Assam,Cachar,2003-07-07,36.07,0.0662,monsoon
24.85183,92.81172,Assam,Cachar,2006-09-23,2.01,0.6397,monsoon
24.79240,92.81700,Assam,Cachar,2003-10-13,2.67,0.6253,monsoon
24.78886,92.77161,Assam,Cachar,2016-06-03,26.95,0.1401,monsoon
24.82149,92.81534,Assam,Cachar,2014-08-28,19.03,0.3379,monsoon
24.83415,92.79283,Assam,Cachar,2014-07-13,24.09,0.1709,monsoon
24.85673,92.82232,Assam,Cachar,2008-09-18,47.83,0.3726,monsoon
24.78267,92.81673,Assam,Cachar,2002-06-26,50.61,0.2541,monsoon
24.79928,92.78523,Assam,Cachar,2020-07-12,25.80,0.5318,monsoon
24.77895,92.82815,Assam,Cachar,2006-07-11,54.53,0.2208,monsoon
24.78899,92.81557,Assam,Cachar,2006-08-18,50.63,0.0658,monsoon
24.77686,92.81292,Assam,Cachar,2000-07-21,15.32,0.0657,monsoon
24.81010,92.84261,Assam,Cachar,1999-07-06,49.68,0.5653,monsoon
24.79097,92.78358,Assam,Cachar,2003-10-24,26.30,0.4411,monsoon
